,ticker,date,TotalDebt,WorkingCapital,AccountsReceivable,FreeCashFlow,FinancingCashFlow,OperatingCashFlow,SaleOfPPE
20,7267.T,2019-03-31,66183313137.80634,12333402932.904781,7161195319.405383,1518291309.7629569,206951498.59381276,7005403921.253515,187460646.84612292
21,7267.T,2020-03-31,68829167212.78384,13922339303.616484,5841132888.141295,3484514795.626577,-805445682.0857863,9024786156.433977,162524750.21026072
22,7267.T,2021-03-31,69685589350.31946,16820189862.212301,7236755561.542607,4704458817.642984,-2563055576.9378805,9678734335.309061,61102494.03433146
23,7267.T,2022-03-31,66543222723.97723,23299419712.95406,7364815837.83384,10104776204.77917,-5056658665.384332,13794099150.699121,222627733.96463716
24,7751.T,2018-12-31,3643702065.95153,9284890067.540724,5576727731.426301,1582110687.3261821,-3228290425.109257,3323484187.5248313,87651410.40921733
25,7751.T,2019-12-31,4744057211.743481,8157566244.054453,5157616552.402821,1315485369.8540266,-2142788305.7241266,3302403537.805478,8153263.900278825
26,7751.T,2020-12-31,4910456646.375208,4491191820.6972885,5191344095.18539,1640330702.8223577,-1779668494.7426674,3238296430.5478697,75814582.18040952
27,7751.T,2021-12-31,2788247849.363399,7101657395.306028,4538322466.635987,2377417570.1794753,-2322585761.61988,3918041975.763154,32975529.989262156
28,A,2018-10-31,1799000000.0,2677000000.0,776000000.0,910000000.0,-797000000.0,1087000000.0,1000000.0
29,A,2019-10-31,2407000000.0,1109000000.0,930000000.0,865000000.0,-299000000.0,1021000000.0,0.0
30,A,2020-10-31,2359000000.0,1948000000.0,1038000000.0,802000000.0,-717000000.0,921000000.0,1000000.0
31,A,2021-10-31,2729000000.0,2091000000.0,1172000000.0,1296000000.0,-696000000.0,1485000000.0,1000000.0
32,AA,2018-12-31,1802000000.0,1215000000.0,830000000.0,49000000.0,-288000000.0,448000000.0,
33,AA,2019-12-31,1900000000.0,967000000.0,546000000.0,307000000.0,-444000000.0,686000000.0,
34,AA,2020-12-31,2547000000.0,1759000000.0,471000000.0,41000000.0,514000000.0,394000000.0,
35,AA,2021-12-31,1866000000.0,1803000000.0,757000000.0,530000000.0,-1158000000.0,920000000.0,
36,AAL,2018-12-31,34029000000.0,-9459000000.0,1706000000.0,-212000000.0,-1672000000.0,3533000000.0,1207000000.0
37,AAL,2019-12-31,33444000000.0,-10105000000.0,1750000000.0,-453000000.0,-1568000000.0,3815000000.0,904000000.0
38,AAL,2020-12-31,41021000000.0,-5474000000.0,1342000000.0,-8501000000.0,10994000000.0,-6543000000.0,1016000000.0
39,AAL,2021-12-31,46177000000.0,-1670000000.0,1505000000.0,292000000.0,5288000000.0,704000000.0,374000000.0
40,AAP,2018-12-31,1045720000.0,2196504000.0,625933000.0,617313000.0,-263915000.0,811028000.0,1888000.0
41,AAP,2019-12-31,2764479000.0,1217841000.0,671412000.0,395261000.0,-882153000.0,866909000.0,8709000.0
42,AAP,2020-12-31,3047483000.0,1526086000.0,727583000.0,701882000.0,-285997000.0,969688000.0,909000.0
43,AAP,2021-12-31,3371971000.0,1095169000.0,708658000.0,822623000.0,-1064112000.0,1112262000.0,2325000.0
44,ABBN.SW,2018-12-31,8756420267.991837,3472899103.735913,6065888721.270743,2186564912.592067,-801672730.4996006,2970964593.1316,73156446.8896974
45,ABBN.SW,2019-12-31,10433937166.021744,6408782752.902156,6175905472.636816,1617720840.2432284,-1431419016.0309565,2406398562.7418466,84870831.03003502
46,ABBN.SW,2020-12-31,8090544528.790965,4328134604.702833,7289669227.920755,1134857341.233105,-9286745510.090725,1923236715.42307,129503240.14071469
47,ABBN.SW,2021-12-31,7104102216.629562,3428167844.351951,6803712709.321461,2751743296.873488,-5446478366.0826645,3650719194.6568584,101957022.55347984
48,ABEV3.SA,2018-12-31,624210508.550855,129160328.53285328,1257155378.0378036,3694763501.350135,-3406555355.5355535,4614834383.438344,26383438.34383438
49,ABEV3.SA,2019-12-31,761952636.3575969,649331518.9228691,1118374714.8836284,3311687769.338087,-3055846026.086764,4572835312.354673,47466554.46553137
50,ABEV3.SA,2020-12-31,922669071.9384954,358975123.5584844,828482624.9313564,2726843964.854476,-1656156617.243273,3630336891.8176827,20793410.214168042
51,ABEV3.SA,2021-12-31,562001213.926879,-42934013.72402973,860044398.6624618,2732592022.3134336,-2879378963.883298,4110554885.0255938,54152140.21964786
52,ABT,2018-12-31,19566000000.0,5620000000.0,5182000000.0,4906000000.0,-10391000000.0,6300000000.0,
53,ABT,2019-12-31,18894000000.0,4804000000.0,5425000000.0,4498000000.0,-4289000000.0,6136000000.0,
54,ABT,2020-12-31,19649000000.0,8534000000.0,6414000000.0,5724000000.0,-2779000000.0,7901000000.0,
55,ABT,2021-12-31,19006000000.0,11134000000.0,6487000000.0,8648000000.0,-5494000000.0,10533000000.0,
56,ABX.TO,2018-12-31,4210195450.1762257,1694937520.0256329,55764178.14802948,267814802.94777316,-678708747.1964114,1295049663.5693688,51361743.031079784
57,ABX.TO,2019-12-31,4260270173.9964375,3471473763.5292506,52329908.20660365,871139060.1452254,-876525962.460611,2180156322.783943,31551856.41868749
58,ABX.TO,2020-12-31,4210429476.108233,4649212115.396917,208009659.0545641,2639760314.718864,-1769259515.1282544,4252031407.9191456,35322394.9337939
59,ABX.TO,2021-12-31,4306760091.711248,4849728201.2089205,190432293.47599527,1528966719.933301,-1879141805.0441186,3445093309.247551,27541860.626693532
60,ACA,2018-12-31,185500000.0,432800000.0,291400000.0,73700000.0,338600000.0,118500000.0,10200000.0
61,ACA,2019-12-31,107300000.0,473200000.0,200000000.0,273400000.0,-108400000.0,358800000.0,8900000.0
62,ACA,2020-12-31,254500000.0,354600000.0,260200000.0,177800000.0,123700000.0,259900000.0,9600000.0
63,ACA,2021-12-31,679500000.0,403900000.0,310800000.0,81400000.0,380900000.0,166500000.0,20000000.0
64,ADI,2018-10-31,6332674000.0,705988000.0,639717000.0,2187485000.0,-2358042000.0,2442361000.0,
65,ADI,2019-10-31,5491919000.0,476494000.0,635136000.0,1977728000.0,-2126794000.0,2253100000.0,
66,ADI,2020-10-31,5145102000.0,1152702000.0,737536000.0,1842795000.0,-1420608000.0,2008487000.0,
67,ADI,2021-10-31,6822451000.0,2608005000.0,1459056000.0,2391393000.0,-3959664000.0,2735069000.0,35714000.0
68,ADM,2018-12-31,8388000000.0,8812000000.0,2683000000.0,-5626000000.0,187000000.0,-4784000000.0,
69,ADM,2019-12-31,9096000000.0,7613000000.0,3281000000.0,-6280000000.0,-660000000.0,-5452000000.0,
70,ADM,2020-12-31,11053000000.0,9104000000.0,3653000000.0,-3209000000.0,-423000000.0,-2386000000.0,
71,ADM,2021-12-31,10581000000.0,9961000000.0,4490000000.0,5426000000.0,-1118000000.0,6595000000.0,
72,AGCO,2018-12-31,1459500000.0,770700000.0,880300000.0,392600000.0,-413300000.0,595900000.0,3200000.0
73,AGCO,2019-12-31,1493800000.0,844600000.0,800500000.0,422500000.0,-313400000.0,695900000.0,4900000.0
74,AGCO,2020-12-31,1742300000.0,1005600000.0,856000000.0,626600000.0,22700000.0,896500000.0,1900000.0
75,AGCO,2021-12-31,1619600000.0,1559500000.0,991500000.0,390400000.0,-539500000.0,660200000.0,6300000.0
76,AGR,2018-12-31,6349000000.0,-1041000000.0,1142000000.0,4000000.0,-230000000.0,1791000000.0,18000000.0
77,AGR,2019-12-31,8092000000.0,-1562000000.0,1082000000.0,-1147000000.0,1261000000.0,1593000000.0,18000000.0
78,AGR,2020-12-31,11268000000.0,708000000.0,1187000000.0,-1493000000.0,2853000000.0,1288000000.0,7000000.0
79,AGR,2021-12-31,8620000000.0,448000000.0,1280000000.0,-1415000000.0,889000000.0,1561000000.0,24000000.0
80,AIMC,2018-12-31,1708086000.0,366797000.0,259815000.0,78752000.0,986246000.0,116283000.0,0.0
81,AIMC,2019-12-31,1620000000.0,327600000.0,243200000.0,204200000.0,-177900000.0,255900000.0,300000.0
82,AIMC,2020-12-31,1467800000.0,387600000.0,240800000.0,228800000.0,-193200000.0,262500000.0,0.0
83,AIMC,2021-12-31,1464000000.0,751300000.0,224500000.0,176400000.0,-52500000.0,217000000.0,2200000.0
84,AIR,2018-05-31,177200000.0,609400000.0,202000000.0,42300000.0,10000000.0,64300000.0,
85,AIR,2019-05-31,141700000.0,595000000.0,197800000.0,50000000.0,-48700000.0,67400000.0,
86,AIR,2020-05-31,670900000.0,1055600000.0,115600000.0,-59700000.0,444500000.0,-36100000.0,
87,AIR,2021-05-31,193600000.0,600200000.0,129000000.0,93900000.0,-469500000.0,105200000.0,
88,ALB,2018-12-31,1705210000.0,815248000.0,605712000.0,-153826000.0,-786526000.0,546165000.0,
89,ALB,2019-12-31,3188080000.0,816113000.0,612651000.0,-132422000.0,1042687000.0,719374000.0,10356000.0
90,ALB,2020-12-31,3688823000.0,404335000.0,530838000.0,-51563000.0,177261000.0,798914000.0,0.0
91,ALB,2021-12-31,2521236000.0,133646000.0,556922000.0,-609410000.0,50212000.0,344257000.0,0.0
92,ALC,2018-12-31,3566000000.0,119000000.0,1386000000.0,428000000.0,-78000000.0,1140000000.0,
93,ALC,2019-12-31,3804000000.0,1936000000.0,1512000000.0,244000000.0,659000000.0,920000000.0,0.0
94,ALC,2020-12-31,4496000000.0,2729000000.0,1468000000.0,256000000.0,466000000.0,823000000.0,6000000.0
95,ALC,2021-12-31,4479000000.0,2914000000.0,1593000000.0,165000000.0,-123000000.0,1345000000.0,0.0
96,ALKS,2018-12-31,279308000.0,643478000.0,292223000.0,29850000.0,-1620000.0,99281000.0,507000.0
97,ALKS,2019-12-31,290946000.0,570858000.0,257086000.0,-18865000.0,6765000.0,72077000.0,900000.0
98,ALKS,2020-12-31,410157000.0,672713000.0,275143000.0,40623000.0,-2171000.0,82842000.0,643000.0
99,ALKS,2021-12-31,416206000.0,590883000.0,313193000.0,72695000.0,29072000.0,101715000.0,287000.0
100,AMAT,2018-10-31,5309000000.0,6679000000.0,2565000000.0,3165000000.0,-5928000000.0,3787000000.0,
101,AMAT,2019-10-31,5313000000.0,5759000000.0,2533000000.0,2806000000.0,-3115000000.0,3247000000.0,
102,AMAT,2020-10-31,5707000000.0,8910000000.0,2963000000.0,3382000000.0,-1337000000.0,3804000000.0,
103,AMAT,2021-10-31,5753000000.0,9763000000.0,4953000000.0,4774000000.0,-4591000000.0,5442000000.0,
104,AMD,2018-12-31,1250000000.0,1556000000.0,1235000000.0,-129000000.0,28000000.0,34000000.0,
105,AMD,2019-12-31,728000000.0,2238000000.0,1859000000.0,276000000.0,43000000.0,493000000.0,
106,AMD,2020-12-31,531000000.0,3726000000.0,2066000000.0,777000000.0,6000000.0,1071000000.0,
107,AMD,2021-12-31,661000000.0,4343000000.0,2706000000.0,3220000000.0,-1895000000.0,3521000000.0,
108,AME,2018-12-31,2632713000.0,577440000.0,732839000.0,843442000.0,13040000.0,925518000.0,2570000.0
109,AME,2019-12-31,2811766000.0,599913000.0,744760000.0,1012076000.0,72913000.0,1114422000.0,11306000.0
110,AME,2020-12-31,2458673000.0,1446555000.0,597472000.0,1206781000.0,-539436000.0,1280980000.0,9508000.0
111,AME,2021-12-31,2591594000.0,565451000.0,829213000.0,1049786000.0,39337000.0,1160457000.0,2341000.0
112,AMKR,2018-12-31,1332311000.0,512785000.0,724456000.0,116288000.0,-40623000.0,663410000.0,2841000.0
113,AMKR,2019-12-31,1591434000.0,941730000.0,850753000.0,91417000.0,108250000.0,563850000.0,10117000.0
114,AMKR,2020-12-31,1301148000.0,816945000.0,962643000.0,217012000.0,-333719000.0,770033000.0,3819000.0
115,AMKR,2021-12-31,1317085000.0,1176828000.0,1258767000.0,341516000.0,-30102000.0,1121295000.0,3157000.0
116,APD,2018-09-30,3812600000.0,2743900000.0,1207200000.0,973500000.0,-1359800000.0,2541900000.0,
117,APD,2019-09-30,3326000000.0,2797400000.0,1260200000.0,980200000.0,-1370500000.0,2969900000.0,
118,APD,2020-09-30,8314300000.0,6268200000.0,1274800000.0,755700000.0,3284700000.0,3264700000.0,
119,APD,2021-09-30,8219200000.0,5577200000.0,1451300000.0,877700000.0,-1420900000.0,3341900000.0,
120,APH,2018-12-31,3570700000.0,2120300000.0,1791800000.0,802100000.0,-1070100000.0,1112700000.0,5000000.0
121,APH,2019-12-31,3606700000.0,2078500000.0,1736400000.0,1207300000.0,-648400000.0,1502300000.0,7400000.0
122,APH,2020-12-31,3866500000.0,3186500000.0,1951600000.0,1315200000.0,-516600000.0,1592000000.0,12700000.0
123,APH,2021-12-31,4799900000.0,3511100000.0,2454800000.0,1179700000.0,-145200000.0,1540100000.0,3700000.0
124,APTV,2018-12-31,4344000000.0,1083000000.0,2487000000.0,782000000.0,-555000000.0,1628000000.0,13000000.0
125,APTV,2019-12-31,4787000000.0,1265000000.0,2569000000.0,843000000.0,-649000000.0,1624000000.0,14000000.0
126,APTV,2020-12-31,4501000000.0,3419000000.0,2812000000.0,829000000.0,1613000000.0,1413000000.0,10000000.0
127,APTV,2021-12-31,4463000000.0,4229000000.0,2784000000.0,611000000.0,-191000000.0,1222000000.0,9000000.0
128,AQN,2018-12-31,3336795000.0,-7376000.0,245728000.0,63983000.0,931937000.0,530352000.0,
129,AQN,2019-12-31,3931868000.0,-358875000.0,259144000.0,29928000.0,733366000.0,611260000.0,
130,AQN,2020-12-31,4538470000.0,-260196000.0,325644000.0,-280813000.0,766859000.0,505217000.0,415000.0
131,AQN,2021-12-31,6211375000.0,-425969000.0,300733000.0,-1187579000.0,1673716000.0,157466000.0,
132,ARNC,2018-12-31,369000000.0,83000000.0,408000000.0,186000000.0,-536000000.0,503000000.0,
133,ARNC,2019-12-31,379000000.0,99000000.0,384000000.0,256000000.0,-295000000.0,457000000.0,
134,ARNC,2020-12-31,1425000000.0,1169000000.0,631000000.0,-157000000.0,744000000.0,6000000.0,
135,ARNC,2021-12-31,1719000000.0,1105000000.0,922000000.0,-591000000.0,135000000.0,-407000000.0,
136,ARRY,2018-12-31,155027000.0,39305000.0,51557000.0,-18157000.0,50863000.0,-11727000.0,
137,ARRY,2019-12-31,97749000.0,29064000.0,96251000.0,384376000.0,-63945000.0,386073000.0,
138,ARRY,2020-12-31,428283000.0,86072000.0,118694000.0,-123543000.0,-129273000.0,-122205000.0,
139,ARRY,2021-12-31,721265000.0,606728000.0,236009000.0,-266544000.0,537748000.0,-263187000.0,
140,ARW,2018-12-31,3485372000.0,4817872000.0,8945463000.0,117354000.0,-36833000.0,272690000.0,5421000.0
141,ARW,2019-12-31,2971560000.0,4268000000.0,8482687000.0,707188000.0,-906369000.0,857995000.0,0.0
142,ARW,2020-12-31,2256573000.0,4022016000.0,9205343000.0,1235545000.0,-1227097000.0,1359843000.0,0.0
143,ARW,2021-12-31,2627062000.0,4567234000.0,11123946000.0,335932000.0,-463304000.0,418983000.0,22171000.0
144,ASH,2018-09-30,2529000000.0,637000000.0,681000000.0,112000000.0,-368000000.0,297000000.0,4000000.0
145,ASH,2019-09-30,1667000000.0,676000000.0,481000000.0,87000000.0,-1149000000.0,241000000.0,9000000.0
146,ASH,2020-09-30,2000000000.0,734000000.0,471000000.0,65000000.0,9000000.0,203000000.0,5000000.0
147,ASH,2021-09-30,2103000000.0,783000000.0,369000000.0,455000000.0,-426000000.0,560000000.0,5000000.0
148,ATKR,2018-09-30,904247000.0,374391000.0,265147000.0,107202000.0,-65931000.0,145703000.0,349000.0
149,ATKR,2019-09-30,845317000.0,412003000.0,315353000.0,174834000.0,-78180000.0,209694000.0,80000.0
150,ATKR,2020-09-30,843665000.0,552506000.0,298242000.0,214992000.0,-61179000.0,248762000.0,3920000.0
151,ATKR,2021-09-30,800407000.0,896516000.0,524926000.0,508428000.0,-184456000.0,572902000.0,81000.0
152,ATO,2018-09-30,3644445000.0,-1436278000.0,138794000.0,-342929000.0,326266000.0,1124662000.0,
153,ATO,2019-09-30,3994367000.0,-751409000.0,126984000.0,-724708000.0,725670000.0,968769000.0,
154,ATO,2020-09-30,4768731000.0,-311143000.0,140259000.0,-897677000.0,883777000.0,1037999000.0,
155,ATO,2021-09-30,7563090000.0,-671640000.0,218219000.0,-3053791000.0,3143821000.0,-1084251000.0,
156,AU,2018-12-31,2050000000.0,434000000.0,33000000.0,205000000.0,-393000000.0,857000000.0,
157,AU,2019-12-31,2204000000.0,545000000.0,47000000.0,344000000.0,-177000000.0,1047000000.0,3000000.0
158,AU,2020-12-31,2084000000.0,1375000000.0,56000000.0,952000000.0,-329000000.0,1654000000.0,3000000.0
159,AU,2021-12-31,2094000000.0,1345000000.0,50000000.0,240000000.0,-456000000.0,1268000000.0,25000000.0
160,AVT,2018-06-30,1654599000.0,4641138000.0,3641139000.0,97612000.0,-541893000.0,253485000.0,
161,AVT,2019-06-30,1720460000.0,4297760000.0,3168369000.0,412080000.0,-582676000.0,534770000.0,
162,AVT,2020-06-30,1731874000.0,4048440000.0,2928386000.0,656666000.0,-644550000.0,730182000.0,
163,AVT,2021-06-30,1512591000.0,4108183000.0,3576130000.0,40586000.0,-314013000.0,90949000.0,
164,AYI,2018-08-31,356800000.0,528400000.0,637900000.0,309600000.0,-326700000.0,353200000.0,0.0
165,AYI,2019-08-31,356600000.0,845700000.0,561000000.0,441700000.0,-108200000.0,494700000.0,0.0
166,AYI,2020-08-31,475100000.0,822100000.0,500300000.0,449900000.0,-50300000.0,504800000.0,200000.0
167,AYI,2021-08-31,556900000.0,852100000.0,571800000.0,364900000.0,-362600000.0,408700000.0,4700000.0
168,AZO,2018-08-31,5058220000.0,-392812000.0,258136000.0,1558045000.0,-1632154000.0,2080292000.0,
169,AZO,2019-08-31,5262590000.0,-483456000.0,308995000.0,1632463000.0,-1674088000.0,2128513000.0,
170,AZO,2020-08-31,8306275000.0,528781000.0,364774000.0,2262372000.0,-643636000.0,2720108000.0,
171,AZO,2021-08-31,8229162000.0,-954451000.0,378392000.0,2896776000.0,-3500417000.0,3518543000.0,
172,BA,2018-12-31,13847000000.0,6240000000.0,3936000000.0,13531000000.0,-11722000000.0,15322000000.0,120000000.0
173,BA,2019-12-31,27302000000.0,4917000000.0,3337000000.0,-4407000000.0,5739000000.0,-2446000000.0,334000000.0
174,BA,2020-12-31,63851000000.0,34362000000.0,2385000000.0,-19713000000.0,34955000000.0,-18410000000.0,296000000.0
175,BA,2021-12-31,58370000000.0,26674000000.0,3026000000.0,-4396000000.0,-5600000000.0,-3416000000.0,529000000.0
176,BABA,2019-03-31,134300000000.0,62604000000.0,13771000000.0,101332000000.0,-7392000000.0,150975000000.0,
177,BABA,2020-03-31,147287000000.0,221051000000.0,19786000000.0,135221000000.0,70853000000.0,180607000000.0,
178,BABA,2021-03-31,181439000000.0,266002000000.0,27076000000.0,188601000000.0,30082000000.0,231786000000.0,
179,BAK,2018-12-31,37881087000.0,-1732263000.0,3075218000.0,6544042000.0,-4603400000.0,9250370000.0,95133000.0
180,BAK,2019-12-31,44346052000.0,7173394000.0,2285750000.0,-417247000.0,1636768000.0,2265275000.0,12590000.0
181,BAK,2020-12-31,60457855000.0,5803070000.0,4731979000.0,3533202000.0,2173222000.0,6292991000.0,33140000.0
182,BAK,2021-12-31,54208665000.0,14099922000.0,7153565000.0,11365161000.0,-16965504000.0,14786485000.0,40353000.0
183,BATS.L,2018-12-31,60811604976.915245,-4702726571.4956455,4592646417.67185,11970576727.44346,-12326417224.687824,13177618414.139267,48640067.968653925
184,BATS.L,2019-12-31,59901462623.41325,-7326923601.316407,5404414903.620122,10802227785.613539,-11346234367.65397,11878357310.766336,44893747.061589085
185,BATS.L,2020-12-31,60012605586.020485,-2546932360.432911,5078850650.145157,12326552061.666462,-10778737861.917845,13357063279.312147,60056282.88266242
186,BATS.L,2021-12-31,53454385204.93169,-3150004998.3338885,5325489836.721093,12093215594.801733,-11792637454.181938,13097389203.5988,41784405.198267244
187,BAX,2018-12-31,3477000000.0,3083000000.0,1812000000.0,1415000000.0,-2603000000.0,2096000000.0,
188,BAX,2019-12-31,5961000000.0,4273000000.0,1896000000.0,1408000000.0,498000000.0,2104000000.0,
189,BAX,2020-12-31,6804000000.0,5078000000.0,2077000000.0,1159000000.0,-345000000.0,1868000000.0,
190,BAX,2021-12-31,18310000000.0,4636000000.0,2629000000.0,1479000000.0,8245000000.0,2222000000.0,
191,BBWI,2019-01-31,5811000000.0,1274000000.0,367000000.0,748000000.0,-872000000.0,1377000000.0,
192,BBWI,2020-01-31,9078000000.0,873000000.0,306000000.0,778000000.0,-666000000.0,1236000000.0,
193,BBWI,2021-01-31,9455000000.0,2753000000.0,269000000.0,1811000000.0,610000000.0,2039000000.0,
194,BBWI,2022-01-31,6013000000.0,1719000000.0,240000000.0,1222000000.0,-3188000000.0,1492000000.0,
195,BBY,2019-01-31,1388000000.0,1357000000.0,1015000000.0,1589000000.0,-2018000000.0,2408000000.0,
196,BBY,2020-01-31,4069000000.0,797000000.0,1149000000.0,1822000000.0,-1498000000.0,2565000000.0,
197,BBY,2021-01-31,3991000000.0,2019000000.0,1061000000.0,4214000000.0,-876000000.0,4927000000.0,
198,BBY,2022-01-31,3888000000.0,-135000000.0,1042000000.0,2515000000.0,-4297000000.0,3252000000.0,
199,BC,2018-12-31,1220800000.0,623700000.0,550700000.0,143600000.0,620500000.0,337000000.0,6700000.0
200,BC,2019-12-31,1197800000.0,581400000.0,331800000.0,201600000.0,-600800000.0,434200000.0,7300000.0
201,BC,2020-12-31,1040400000.0,591300000.0,337600000.0,615900000.0,-361800000.0,798300000.0,2900000.0
202,BC,2021-12-31,1917700000.0,682400000.0,485300000.0,306900000.0,621800000.0,574000000.0,7200000.0
203,BCC,2018-12-31,439428000.0,615953000.0,214338000.0,83624000.0,-59823000.0,163611000.0,15003000.0
204,BCC,2019-12-31,521992000.0,637772000.0,215894000.0,162927000.0,-58016000.0,245647000.0,2493000.0
205,BCC,2020-12-31,531400000.0,784853000.0,375865000.0,215087000.0,-95655000.0,294516000.0,0.0
206,BCC,2021-12-31,531789000.0,1245132000.0,444325000.0,560466000.0,-217873000.0,666984000.0,0.0
207,BDX,2018-09-30,21495000000.0,195000000.0,2319000000.0,1970000000.0,-58000000.0,2865000000.0,
208,BDX,2019-09-30,19390000000.0,1009000000.0,2345000000.0,2371000000.0,-3223000000.0,3328000000.0,
209,BDX,2020-09-30,17930000000.0,3133000000.0,2398000000.0,2729000000.0,22000000.0,3539000000.0,
210,BDX,2021-09-30,17610000000.0,2212000000.0,2497000000.0,3416000000.0,-3306000000.0,4647000000.0,
211,BECN,2018-09-30,2620467000.0,888795000.0,1090533000.0,493371000.0,2236051000.0,539381000.0,
212,BECN,2019-09-30,2598882000.0,1073472000.0,1108134000.0,155622000.0,-58769000.0,212653000.0,
213,BECN,2020-09-30,3198500000.0,1345600000.0,1029300000.0,430800000.0,112200000.0,479300000.0,
214,BECN,2021-09-30,2052200000.0,1205600000.0,978300000.0,11500000.0,-1216000000.0,78000000.0,
215,BECN,2021-12-31,2070600000.0,1238200000.0,855200000.0,94900000.0,-1119300000.0,166700000.0,
216,BF-B,2019-04-30,2440000000.0,2016000000.0,609000000.0,679000000.0,-599000000.0,800000000.0,
217,BF-B,2020-04-30,2602000000.0,2385000000.0,570000000.0,605000000.0,-191000000.0,724000000.0,
218,BF-B,2021-04-30,2559000000.0,2999000000.0,753000000.0,752000000.0,-485000000.0,817000000.0,
219,BIIB,2018-12-31,5936500000.0,4345700000.0,2485400000.0,5301600000.0,-4472000000.0,6187700000.0,
220,BIIB,2019-12-31,6367500000.0,3518000000.0,2470700000.0,6409100000.0,-5860400000.0,7078600000.0,
221,BIIB,2020-12-31,7828200000.0,3144900000.0,2327300000.0,3678000000.0,-5272700000.0,4229800000.0,
222,BIIB,2021-12-31,7603500000.0,3558300000.0,1961700000.0,3345000000.0,-2086200000.0,3639900000.0,
223,BIO,2018-12-31,439430000.0,1572683000.0,392443000.0,155666000.0,-48680000.0,285494000.0,4315000.0
224,BIO,2019-12-31,651134000.0,1274660000.0,392672000.0,359365000.0,-22758000.0,457897000.0,129000.0
225,BIO,2020-12-31,225691000.0,1508299000.0,419424000.0,476408000.0,-523041000.0,575328000.0,70000.0
226,BIO,2021-12-31,223376000.0,1308150000.0,423537000.0,535718000.0,-55429000.0,656521000.0,52000.0
227,BKR,2018-12-31,7227000000.0,5951000000.0,4974000000.0,767000000.0,-4363000000.0,1762000000.0,
228,BKR,2019-12-31,6622000000.0,5208000000.0,5448000000.0,886000000.0,-1534000000.0,2126000000.0,
229,BKR,2020-12-31,7633000000.0,6228000000.0,4676000000.0,330000000.0,225000000.0,1304000000.0,
230,BKR,2021-12-31,6727000000.0,5937000000.0,4724000000.0,1518000000.0,-2143000000.0,2374000000.0,
231,BLD,2018-12-31,743474000.0,260437000.0,407106000.0,114668000.0,429055000.0,167172000.0,849000.0
232,BLD,2019-12-31,822331000.0,303073000.0,428844000.0,226241000.0,-137757000.0,271777000.0,2321000.0
233,BLD,2020-12-31,793963000.0,439928000.0,427340000.0,316946000.0,-90801000.0,357884000.0,2463000.0
